"activity" "subjectId" "variable" "mean"
"sitting" 11 "tBodyAcc-mean()-X" 0.276609068219745
"sitting" 11 "tBodyAcc-mean()-Y" -0.0190957961722611
"sitting" 11 "tBodyAcc-mean()-Z" -0.108973870187898
"sitting" 11 "tBodyAcc-std()-X" -0.586989828163694
"sitting" 11 "tBodyAcc-std()-Y" -0.487537966213376
"sitting" 11 "tBodyAcc-std()-Z" -0.663355760656051
"sitting" 11 "tBodyGyroJerkMag-mean()" -0.825822469617834
"sitting" 11 "tBodyGyroJerkMag-std()" -0.866269129904459
"sitting" 11 "tBodyGyroJerk-mean()-X" -0.080526211410828
"sitting" 11 "tBodyGyroJerk-mean()-Y" -0.0494763417675159
"sitting" 11 "tBodyGyroJerk-mean()-Z" -0.0481072817632166
"sitting" 11 "tBodyGyroJerk-std()-X" -0.78059608955414
"sitting" 11 "tBodyGyroJerk-std()-Y" -0.867648350828025
"sitting" 11 "tBodyGyroJerk-std()-Z" -0.794328936815287
"sitting" 11 "tBodyGyroMag-mean()" -0.626413805245223
"sitting" 11 "tBodyGyroMag-std()" -0.69510017755
"sitting" 11 "tBodyGyro-mean()-X" -0.0545826997471656
"sitting" 11 "tBodyGyro-mean()-Y" -0.057760866393949
"sitting" 11 "tBodyGyro-mean()-Z" 0.0873479055083583
"sitting" 11 "tBodyGyro-std()-X" -0.738479109537261
"sitting" 11 "tBodyGyro-std()-Y" -0.70169442656051
"sitting" 11 "tBodyGyro-std()-Z" -0.723530145828025
"sitting" 11 "tGravityAccMag-mean()" -0.540084945283758
"sitting" 11 "tGravityAccMag-std()" -0.610737597765605
"sitting" 11 "tGravityAcc-mean()-X" 0.729207854076433
"sitting" 11 "tGravityAcc-mean()-Y" 0.0541723497267516
"sitting" 11 "tGravityAcc-mean()-Z" 0.139688402656051
"sitting" 11 "tGravityAcc-std()-X" -0.975345253949045
"sitting" 11 "tGravityAcc-std()-Y" -0.956991877006369
"sitting" 11 "tGravityAcc-std()-Z" -0.956705197643312
"sitting" 14 "fBodyAccJerk-mean()-X" -0.654385009392879
"sitting" 14 "fBodyAccJerk-mean()-Y" -0.598699531399381
"sitting" 14 "fBodyAccJerk-mean()-Z" -0.618712162187307
"sitting" 14 "fBodyAccJerk-std()-X" -0.661460356953251
"sitting" 14 "fBodyAccJerk-std()-Y" -0.60215894382322
"sitting" 14 "fBodyAccJerk-std()-Z" -0.694424996467802
"sitting" 14 "fBodyAccMag-mean()" -0.490874179820433
"sitting" 14 "fBodyAccMag-std()" -0.548269930770588
"sitting" 14 "fBodyAcc-mean()-X" -0.619513271851703
"sitting" 14 "fBodyAcc-mean()-Y" -0.455237617000929
"sitting" 14 "fBodyAcc-mean()-Z" -0.440650672343653
"sitting" 14 "fBodyAcc-std()-X" -0.609406374110062
"sitting" 14 "fBodyAcc-std()-Y" -0.376829989404644
"sitting" 14 "fBodyAcc-std()-Z" -0.275013722171486
"sitting" 14 "fBodyBodyAccJerkMag-mean()" -0.596896308848452
"sitting" 14 "fBodyBodyAccJerkMag-std()" -0.619215144539319
"sitting" 14 "fBodyBodyGyroJerkMag-mean()" -0.717590101802972
"sitting" 14 "fBodyBodyGyroJerkMag-std()" -0.760560087962848
"sitting" 14 "fBodyBodyGyroMag-mean()" -0.543030528985449
"sitting" 14 "fBodyBodyGyroMag-std()" -0.516930495917399
"sitting" 14 "fBodyGyro-mean()-X" -0.699166400749226
"sitting" 14 "fBodyGyro-mean()-Y" -0.50463317018839
"sitting" 14 "fBodyGyro-mean()-Z" -0.42391821438452
"sitting" 14 "fBodyGyro-std()-X" -0.740052209854489
"sitting" 14 "fBodyGyro-std()-Y" -0.348864187370186
"sitting" 14 "fBodyGyro-std()-Z" -0.407672097170898
"sitting" 14 "tBodyAccJerkMag-mean()" -0.608973420309907
"sitting" 14 "tBodyAccJerkMag-std()" -0.605144269857245
"sitting" 14 "tBodyAccJerk-mean()-X" 0.0741757467665015
"sitting" 14 "tBodyAccJerk-mean()-Y" 0.00443682723817957
"sitting" 14 "tBodyAccJerk-mean()-Z" -0.00253044692473994
"sitting" 14 "tBodyAccJerk-std()-X" -0.641964198633003
"sitting" 14 "tBodyAccJerk-std()-Y" -0.586459622773684
"sitting" 14 "tBodyAccJerk-std()-Z" -0.656855586102105
"sitting" 14 "tBodyAccMag-mean()" -0.453262620331889
"sitting" 14 "tBodyAccMag-std()" -0.474058613408978
"sitting" 14 "tBodyAcc-mean()-X" 0.270184596009288
"sitting" 14 "tBodyAcc-mean()-Y" -0.0162548178510526
"sitting" 14 "tBodyAcc-mean()-Z" -0.100985935692074
"sitting" 14 "tBodyAcc-std()-X" -0.611671118216099
"sitting" 14 "tBodyAcc-std()-Y" -0.374730765205077
"sitting" 14 "tBodyAcc-std()-Z" -0.29354271467452
"sitting" 14 "tBodyGyroJerkMag-mean()" -0.700520939854799
"sitting" 14 "tBodyGyroJerkMag-std()" -0.727023009383901
"sitting" 14 "tBodyGyroJerk-mean()-X" -0.107556127062003
"sitting" 14 "tBodyGyroJerk-mean()-Y" -0.0433200489340217
"sitting" 14 "tBodyGyroJerk-mean()-Z" -0.0450693836894427
"sitting" 14 "tBodyGyroJerk-std()-X" -0.7862917325387
"sitting" 14 "tBodyGyroJerk-std()-Y" -0.6979155314613
"sitting" 14 "tBodyGyroJerk-std()-Z" -0.638299064788854
"sitting" 14 "tBodyGyroMag-mean()" -0.416459776709257
"sitting" 14 "tBodyGyroMag-std()" -0.471486714606811
"sitting" 14 "tBodyGyro-mean()-X" 0.000253671358297214
"sitting" 14 "tBodyGyro-mean()-Y" -0.0954921154823529
"sitting" 14 "tBodyGyro-mean()-Z" 0.0606712446996904
"sitting" 14 "tBodyGyro-std()-X" -0.728661379340557
"sitting" 14 "tBodyGyro-std()-Y" -0.398959362766099
"sitting" 14 "tBodyGyro-std()-Z" -0.364478192502167
"sitting" 14 "tGravityAccMag-mean()" -0.453262620331889
"sitting" 14 "tGravityAccMag-std()" -0.474058613408978
"sitting" 14 "tGravityAcc-mean()-X" 0.672081224882353
"sitting" 14 "tGravityAcc-mean()-Y" -0.111701388781115
"sitting" 14 "tGravityAcc-mean()-Z" -0.161179728291022
"sitting" 14 "tGravityAcc-std()-X" -0.941245714736842
"sitting" 14 "tGravityAcc-std()-Y" -0.942377305312693
"sitting" 14 "tGravityAcc-std()-Z" -0.915927846160991
"sitting" 15 "fBodyAccJerk-mean()-X" -0.643469519361585
"sitting" 15 "fBodyAccJerk-mean()-Y" -0.609408057377744
"sitting" 15 "fBodyAccJerk-mean()-Z" -0.805543465588415
"sitting" 15 "fBodyAccJerk-std()-X" -0.637655155092835
"sitting" 15 "fBodyAccJerk-std()-Y" -0.605854882622652
"sitting" 15 "fBodyAccJerk-std()-Z" -0.845111060762195
"sitting" 15 "fBodyAccMag-mean()" -0.562948391223628
"sitting" 15 "fBodyAccMag-std()" -0.623655618198171
"sitting" 15 "fBodyAcc-mean()-X" -0.583772317445122
"sitting" 15 "fBodyAcc-mean()-Y" -0.507735205778384
"sitting" 15 "fBodyAcc-mean()-Z" -0.741745724698171
"sitting" 15 "fBodyAcc-std()-X" -0.547150855443902
"sitting" 15 "fBodyAcc-std()-Y" -0.501568435233384
"sitting" 15 "fBodyAcc-std()-Z" -0.711431340356707
"sitting" 15 "fBodyBodyAccJerkMag-mean()" -0.614817605125915
"sitting" 15 "fBodyBodyAccJerkMag-std()" -0.643101167069512
"sitting" 15 "fBodyBodyGyroJerkMag-mean()" -0.83680189402439
"sitting" 15 "fBodyBodyGyroJerkMag-std()" -0.849634463841463
"sitting" 15 "fBodyBodyGyroMag-mean()" -0.732394493841463
"sitting" 15 "fBodyBodyGyroMag-std()" -0.695346839682927
"sitting" 15 "fBodyGyro-mean()-X" -0.664354428856402
"sitting" 15 "fBodyGyro-mean()-Y" -0.760711411006098
"sitting" 15 "fBodyGyro-mean()-Z" -0.711194539920732
"sitting" 15 "fBodyGyro-std()-X" -0.709336168176829
"sitting" 15 "fBodyGyro-std()-Y" -0.684504735744512
"sitting" 15 "fBodyGyro-std()-Z" -0.751696527195122
"sitting" 15 "tBodyAccJerkMag-mean()" -0.654799694757531
"sitting" 15 "tBodyAccJerkMag-std()" -0.625660376546646
"sitting" 15 "tBodyAccJerk-mean()-X" 0.0776897411304878
"sitting" 15 "tBodyAccJerk-mean()-Y" 0.00489392052706402
"sitting" 15 "tBodyAccJerk-mean()-Z" -0.00440993190077744
"sitting" 15 "tBodyAccJerk-std()-X" -0.624055782158537
"sitting" 15 "tBodyAccJerk-std()-Y" -0.594312678045091
"sitting" 15 "tBodyAccJerk-std()-Z" -0.825820881576219
"sitting" 15 "tBodyAccMag-mean()" -0.527285352000488
"sitting" 15 "tBodyAccMag-std()" -0.557147874176037
"sitting" 15 "tBodyAcc-mean()-X" 0.27821340725
"sitting" 15 "tBodyAcc-mean()-Y" -0.016464484771311
"sitting" 15 "tBodyAcc-mean()-Z" -0.112563587594512
"sitting" 15 "tBodyAcc-std()-X" -0.556541173089329
"sitting" 15 "tBodyAcc-std()-Y" -0.481679537956006
"sitting" 15 "tBodyAcc-std()-Z" -0.705706623868902
"sitting" 15 "tBodyGyroJerkMag-mean()" -0.805282669512195
"sitting" 15 "tBodyGyroJerkMag-std()" -0.837120078079268
"sitting" 15 "tBodyGyroJerk-mean()-X" -0.0960910108539634
"sitting" 15 "tBodyGyroJerk-mean()-Y" -0.0441270690182012
"sitting" 15 "tBodyGyroJerk-mean()-Z" -0.0555645456881098
"sitting" 15 "tBodyGyroJerk-std()-X" -0.731382711036585
"sitting" 15 "tBodyGyroJerk-std()-Y" -0.853956592073171
"sitting" 15 "tBodyGyroJerk-std()-Z" -0.795626198384146
"sitting" 15 "tBodyGyroMag-mean()" -0.617721779796037
"sitting" 15 "tBodyGyroMag-std()" -0.675336960047866
"sitting" 15 "tBodyGyro-mean()-X" -0.0281278780610671
"sitting" 15 "tBodyGyro-mean()-Y" -0.075878845519878
"sitting" 15 "tBodyGyro-mean()-Z" 0.0906658516
"sitting" 15 "tBodyGyro-std()-X" -0.696859473045732
"sitting" 15 "tBodyGyro-std()-Y" -0.708779069191463
"sitting" 15 "tBodyGyro-std()-Z" -0.721826987530488
"sitting" 15 "tGravityAccMag-mean()" -0.527285352000488
"sitting" 15 "tGravityAccMag-std()" -0.557147874176037
"sitting" 15 "tGravityAcc-mean()-X" 0.688872511512195
"sitting" 15 "tGravityAcc-mean()-Y" 0.102660491875
"sitting" 15 "tGravityAcc-mean()-Z" 0.0372897701757012
"sitting" 15 "tGravityAcc-std()-X" -0.968733398628049
"sitting" 15 "tGravityAcc-std()-Y" -0.956369493993902
"sitting" 15 "tGravityAcc-std()-Z" -0.947240058048781
"sitting" 16 "fBodyAccJerk-mean()-X" -0.744662041612022
"sitting" 16 "fBodyAccJerk-mean()-Y" -0.748627001551913
"sitting" 16 "fBodyAccJerk-mean()-Z" -0.752302172079235
"sitting" 16 "fBodyAccJerk-std()-X" -0.73477673661306
"sitting" 16 "fBodyAccJerk-std()-Y" -0.738434398105465
"sitting" 16 "fBodyAccJerk-std()-Z" -0.782089515344262
"sitting" 16 "fBodyAccMag-mean()" -0.666962508246721
"sitting" 16 "fBodyAccMag-std()" -0.712680990765301
"sitting" 16 "fBodyAcc-mean()-X" -0.700885147341803
"sitting" 16 "fBodyAcc-mean()-Y" -0.671572147098798
"sitting" 16 "fBodyAcc-mean()-Z" -0.660989948160437
"sitting" 16 "fBodyAcc-std()-X" -0.656969045058415
"sitting" 16 "fBodyAcc-std()-Y" -0.661844530506831
"sitting" 16 "fBodyAcc-std()-Z" -0.605646725307104
"sitting" 16 "fBodyBodyAccJerkMag-mean()" -0.713167613706148
"sitting" 16 "fBodyBodyAccJerkMag-std()" -0.729869398769672
"sitting" 16 "fBodyBodyGyroJerkMag-mean()" -0.87277228273224
"sitting" 16 "fBodyBodyGyroJerkMag-std()" -0.886533212213115
"sitting" 16 "fBodyBodyGyroMag-mean()" -0.81712881920765
"sitting" 16 "fBodyBodyGyroMag-std()" -0.802078223409836
"sitting" 16 "fBodyGyro-mean()-X" -0.789780147036612
"sitting" 16 "fBodyGyro-mean()-Y" -0.815962130027322
"sitting" 16 "fBodyGyro-mean()-Z" -0.756286641721311
"sitting" 16 "fBodyGyro-std()-X" -0.804991831502732
"sitting" 16 "fBodyGyro-std()-Y" -0.809421448142077
"sitting" 16 "fBodyGyro-std()-Z" -0.756993640724044
"sitting" 16 "tBodyAccJerkMag-mean()" -0.725246870486339
"sitting" 16 "tBodyAccJerkMag-std()" -0.719647028238525
"sitting" 16 "tBodyAccJerk-mean()-X" 0.0775488885374317
"sitting" 16 "tBodyAccJerk-mean()-Y" 0.00884018328270219
"sitting" 16 "tBodyAccJerk-mean()-Z" -0.00143730005564208
"sitting" 16 "tBodyAccJerk-std()-X" -0.72786174352459
"sitting" 16 "tBodyAccJerk-std()-Y" -0.735080198043716
"sitting" 16 "tBodyAccJerk-std()-Z" -0.767873049380055
"sitting" 16 "tBodyAccMag-mean()" -0.616131116889044
"sitting" 16 "tBodyAccMag-std()" -0.661719690491803
"sitting" 16 "tBodyAcc-mean()-X" 0.277887440374317
"sitting" 16 "tBodyAcc-mean()-Y" -0.0158567888309016
"sitting" 16 "tBodyAcc-mean()-Z" -0.107263924445355
"sitting" 16 "tBodyAcc-std()-X" -0.668161498298634
"sitting" 16 "tBodyAcc-std()-Y" -0.649947067892896
"sitting" 16 "tBodyAcc-std()-Z" -0.603819902386066
"sitting" 16 "tBodyGyroJerkMag-mean()" -0.860446372459016
"sitting" 16 "tBodyGyroJerkMag-std()" -0.87480016568306
"sitting" 16 "tBodyGyroJerk-mean()-X" -0.107361614801257
"sitting" 16 "tBodyGyroJerk-mean()-Y" -0.0416615668939617
"sitting" 16 "tBodyGyroJerk-mean()-Z" -0.0539470410873497
"sitting" 16 "tBodyGyroJerk-std()-X" -0.858298719153005
"sitting" 16 "tBodyGyroJerk-std()-Y" -0.86957312057377
"sitting" 16 "tBodyGyroJerk-std()-Z" -0.837039926065574
"sitting" 16 "tBodyGyroMag-mean()" -0.718168775628415
"sitting" 16 "tBodyGyroMag-std()" -0.78482286579235
"sitting" 16 "tBodyGyro-mean()-X" -0.0122341446725137
"sitting" 16 "tBodyGyro-mean()-Y" -0.0724444803980874
"sitting" 16 "tBodyGyro-mean()-Z" 0.0730144651530055
"sitting" 16 "tBodyGyro-std()-X" -0.799534450491803
"sitting" 16 "tBodyGyro-std()-Y" -0.810124133715847
"sitting" 16 "tBodyGyro-std()-Z" -0.737629967961749
"sitting" 16 "tGravityAccMag-mean()" -0.616131116889044
"sitting" 16 "tGravityAccMag-std()" -0.661719690491803
"sitting" 16 "tGravityAcc-mean()-X" 0.700906130308743
"sitting" 16 "tGravityAcc-mean()-Y" -0.0605235993797814
"sitting" 16 "tGravityAcc-mean()-Z" 0.0402075536234973
"sitting" 16 "tGravityAcc-std()-X" -0.971156432131148
"sitting" 16 "tGravityAcc-std()-Y" -0.964727519945355
"sitting" 16 "tGravityAcc-std()-Z" -0.945294028639344
"sitting" 17 "fBodyAccJerk-mean()-X" -0.716681622653533
"sitting" 17 "fBodyAccJerk-mean()-Y" -0.694754837788043
"sitting" 17 "fBodyAccJerk-mean()-Z" -0.802528785896739
"sitting" 17 "fBodyAccJerk-std()-X" -0.67654494089212
"sitting" 17 "fBodyAccJerk-std()-Y" -0.663158393238587
"sitting" 17 "fBodyAccJerk-std()-Z" -0.822801747581522
"sitting" 17 "fBodyAccMag-mean()" -0.646189154826902
"sitting" 17 "fBodyAccMag-std()" -0.687536943227717
"sitting" 17 "fBodyAcc-mean()-X" -0.651780423718288
"sitting" 17 "fBodyAcc-mean()-Y" -0.601741376260245
"sitting" 17 "fBodyAcc-mean()-Z" -0.718947424896739
"sitting" 17 "fBodyAcc-std()-X" -0.59351017342337
"sitting" 17 "fBodyAcc-std()-Y" -0.576930056063587
"sitting" 17 "fBodyAcc-std()-Z" -0.656622932009511
"sitting" 17 "fBodyBodyAccJerkMag-mean()" -0.697575558993207
"sitting" 17 "fBodyBodyAccJerkMag-std()" -0.692595778979891
"sitting" 17 "fBodyBodyGyroJerkMag-mean()" -0.829124468315217
"sitting" 17 "fBodyBodyGyroJerkMag-std()" -0.833701023152174
"sitting" 17 "fBodyBodyGyroMag-mean()" -0.769498551467391
"sitting" 17 "fBodyBodyGyroMag-std()" -0.782232494673913
"sitting" 17 "fBodyGyro-mean()-X" -0.728710411180707
"sitting" 17 "fBodyGyro-mean()-Y" -0.774745258994565
"sitting" 17 "fBodyGyro-mean()-Z" -0.726857840652174
"sitting" 17 "fBodyGyro-std()-X" -0.770057225710326
"sitting" 17 "fBodyGyro-std()-Y" -0.761335243695652
"sitting" 17 "fBodyGyro-std()-Z" -0.745101477910326
"sitting" 17 "tBodyAccJerkMag-mean()" -0.696465197235054
"sitting" 17 "tBodyAccJerkMag-std()" -0.693946394750815
"sitting" 17 "tBodyAccJerk-mean()-X" 0.0814060565059783
"sitting" 17 "tBodyAccJerk-mean()-Y" 0.00848949673339674
"sitting" 17 "tBodyAccJerk-mean()-Z" 0.00270288011005435
"sitting" 17 "tBodyAccJerk-std()-X" -0.682603096154891
"sitting" 17 "tBodyAccJerk-std()-Y" -0.668693821044565
"sitting" 17 "tBodyAccJerk-std()-Z" -0.813339560652174
"sitting" 17 "tBodyAccMag-mean()" -0.568367244093859
"sitting" 17 "tBodyAccMag-std()" -0.636074477703533
"sitting" 17 "tBodyAcc-mean()-X" 0.274029548065217
"sitting" 17 "tBodyAcc-mean()-Y" -0.0175416045074728
"sitting" 17 "tBodyAcc-mean()-Z" -0.109199853130082
"sitting" 17 "tBodyAcc-std()-X" -0.608455243870734
"sitting" 17 "tBodyAcc-std()-Y" -0.567005319464348
"sitting" 17 "tBodyAcc-std()-Z" -0.660582755619022
"sitting" 17 "tBodyGyroJerkMag-mean()" -0.810438232853261
"sitting" 17 "tBodyGyroJerkMag-std()" -0.825255969701087
"sitting" 17 "tBodyGyroJerk-mean()-X" -0.107854170946467
"sitting" 17 "tBodyGyroJerk-mean()-Y" -0.039171944702962
"sitting" 17 "tBodyGyroJerk-mean()-Z" -0.0508496510874185
"sitting" 17 "tBodyGyroJerk-std()-X" -0.788387981630435
"sitting" 17 "tBodyGyroJerk-std()-Y" -0.825988662771739
"sitting" 17 "tBodyGyroJerk-std()-Z" -0.808251302907609
"sitting" 17 "tBodyGyroMag-mean()" -0.676185123284103
"sitting" 17 "tBodyGyroMag-std()" -0.750145260967391
"sitting" 17 "tBodyGyro-mean()-X" -0.0146686177049565
"sitting" 17 "tBodyGyro-mean()-Y" -0.082710926198038
"sitting" 17 "tBodyGyro-mean()-Z" 0.077025064375462
"sitting" 17 "tBodyGyro-std()-X" -0.759011119945652
"sitting" 17 "tBodyGyro-std()-Y" -0.764867040625
"sitting" 17 "tBodyGyro-std()-Z" -0.720741038680163
"sitting" 17 "tGravityAccMag-mean()" -0.568367244093859
"sitting" 17 "tGravityAccMag-std()" -0.636074477703533
"sitting" 17 "tGravityAcc-mean()-X" 0.69893741138587
"sitting" 17 "tGravityAcc-mean()-Y" -0.013734698125
"sitting" 17 "tGravityAcc-mean()-Z" -0.0177042428953804
"sitting" 17 "tGravityAcc-std()-X" -0.971771652907609
"sitting" 17 "tGravityAcc-std()-Y" -0.958810046467391
"sitting" 17 "tGravityAcc-std()-Z" -0.949039213831522
"sitting" 19 "fBodyAccJerk-mean()-X" -0.987032099230769
"sitting" 19 "fBodyAccJerk-mean()-Y" -0.976037100512821
"sitting" 19 "fBodyAccJerk-mean()-Z" -0.984388027179487
"sitting" 19 "fBodyAccJerk-std()-X" -0.988304746153846
"sitting" 19 "fBodyAccJerk-std()-Y" -0.97953170525641
"sitting" 19 "fBodyAccJerk-std()-Z" -0.988454999230769
"sitting" 19 "fBodyAccMag-mean()" -0.96946894948718
"sitting" 19 "fBodyAccMag-std()" -0.966153062179487
"sitting" 19 "fBodyAcc-mean()-X" -0.984255713846154
"sitting" 19 "fBodyAcc-mean()-Y" -0.962408410897436
"sitting" 19 "fBodyAcc-mean()-Z" -0.971502972692308
"sitting" 19 "fBodyAcc-std()-X" -0.983583491025641
"sitting" 19 "fBodyAcc-std()-Y" -0.954567041538462
"sitting" 19 "fBodyAcc-std()-Z" -0.955532340512821
"sitting" 19 "fBodyBodyAccJerkMag-mean()" -0.98231601974359
"sitting" 19 "fBodyBodyAccJerkMag-std()" -0.982715393461538
"sitting" 19 "fBodyBodyGyroJerkMag-mean()" -0.987124077051282
"sitting" 19 "fBodyBodyGyroJerkMag-std()" -0.985482119102564
"sitting" 19 "fBodyBodyGyroMag-mean()" -0.973814316410256
"sitting" 19 "fBodyBodyGyroMag-std()" -0.964450168076923
"sitting" 19 "fBodyGyro-mean()-X" -0.973600250384615
"sitting" 19 "fBodyGyro-mean()-Y" -0.978913558846154
"sitting" 19 "fBodyGyro-mean()-Z" -0.972983852179487
"sitting" 19 "fBodyGyro-std()-X" -0.977522990769231
"sitting" 19 "fBodyGyro-std()-Y" -0.971505860512821
"sitting" 19 "fBodyGyro-std()-Z" -0.973696549102564
"sitting" 19 "tBodyAccJerkMag-mean()" -0.985912167820513
"sitting" 19 "tBodyAccJerkMag-std()" -0.982970655897436
"sitting" 19 "tBodyAccJerk-mean()-X" 0.0754987303089744
"sitting" 19 "tBodyAccJerk-mean()-Y" 0.0101588435987179
"sitting" 19 "tBodyAccJerk-mean()-Z" 0.000933886249782051
"sitting" 19 "tBodyAccJerk-std()-X" -0.987056352564103
"sitting" 19 "tBodyAccJerk-std()-Y" -0.976745864871795
"sitting" 19 "tBodyAccJerk-std()-Z" -0.987054267692308
"sitting" 19 "tBodyAccMag-mean()" -0.967630046410256
"sitting" 19 "tBodyAccMag-std()" -0.96428652051282
"sitting" 19 "tBodyAcc-mean()-X" 0.274728278461538
"sitting" 19 "tBodyAcc-mean()-Y" -0.0161937053371795
"sitting" 19 "tBodyAcc-mean()-Z" -0.106971953217949
"sitting" 19 "tBodyAcc-std()-X" -0.983706167948718
"sitting" 19 "tBodyAcc-std()-Y" -0.955835759487179
"sitting" 19 "tBodyAcc-std()-Z" -0.959403922307692
"sitting" 19 "tBodyGyroJerkMag-mean()" -0.988983329615385
"sitting" 19 "tBodyGyroJerkMag-std()" -0.986067566025641
"sitting" 19 "tBodyGyroJerk-mean()-X" -0.0993183353846154
"sitting" 19 "tBodyGyroJerk-mean()-Y" -0.0412910828589744
"sitting" 19 "tBodyGyroJerk-mean()-Z" -0.0558204450128205
"sitting" 19 "tBodyGyroJerk-std()-X" -0.982878405641026
"sitting" 19 "tBodyGyroJerk-std()-Y" -0.989480799358974
"sitting" 19 "tBodyGyroJerk-std()-Z" -0.985228984358974
"sitting" 19 "tBodyGyroMag-mean()" -0.956717993717949
"sitting" 19 "tBodyGyroMag-std()" -0.964276738076923
"sitting" 19 "tBodyGyro-mean()-X" -0.0239638268382051
"sitting" 19 "tBodyGyro-mean()-Y" -0.0659241056410256
"sitting" 19 "tBodyGyro-mean()-Z" 0.0855267904914103
"sitting" 19 "tBodyGyro-std()-X" -0.976500945769231
"sitting" 19 "tBodyGyro-std()-Y" -0.973938295897436
"sitting" 19 "tBodyGyro-std()-Z" -0.971535677820513
"sitting" 19 "tGravityAccMag-mean()" -0.967630046410256
"sitting" 19 "tGravityAccMag-std()" -0.96428652051282
"sitting" 19 "tGravityAcc-mean()-X" 0.759788574102564
"sitting" 19 "tGravityAcc-mean()-Y" 0.0205548279487179
"sitting" 19 "tGravityAcc-mean()-Z" 0.33369004425641
"sitting" 19 "tGravityAcc-std()-X" -0.980547458076923
"sitting" 19 "tGravityAcc-std()-Y" -0.974506892051282
"sitting" 19 "tGravityAcc-std()-Z" -0.965898206923077
"standing" 1 "fBodyAccJerk-mean()-X" -0.547348892435764
"standing" 1 "fBodyAccJerk-mean()-Y" -0.507343617969859
"standing" 1 "fBodyAccJerk-mean()-Z" -0.695305113832853
"standing" 1 "fBodyAccJerk-std()-X" -0.543979776127867
"standing" 1 "fBodyAccJerk-std()-Y" -0.466251676533372
"standing" 1 "fBodyAccJerk-std()-Z" -0.737861932680115
"standing" 1 "fBodyAccMag-mean()" -0.478448523354179
"standing" 1 "fBodyAccMag-std()" -0.589710231217867
"standing" 1 "fBodyAcc-mean()-X" -0.531895161258213
"standing" 1 "fBodyAcc-mean()-Y" -0.406435448904438
"standing" 1 "fBodyAcc-mean()-Z" -0.596411165253602
"standing" 1 "fBodyAcc-std()-X" -0.553060616663401
"standing" 1 "fBodyAcc-std()-Y" -0.390150939647061
"standing" 1 "fBodyAcc-std()-Z" -0.498583091676081
"standing" 1 "fBodyBodyAccJerkMag-mean()" -0.499075765624092
"standing" 1 "fBodyBodyAccJerkMag-std()" -0.541823079570029
"standing" 1 "fBodyBodyGyroJerkMag-mean()" -0.645970655298847
"standing" 1 "fBodyBodyGyroJerkMag-std()" -0.685811262634006
"standing" 1 "fBodyBodyGyroMag-mean()" -0.535002770337752
"standing" 1 "fBodyBodyGyroMag-std()" -0.566576670397695
"standing" 1 "fBodyGyro-mean()-X" -0.623219182311527
"standing" 1 "fBodyGyro-mean()-Y" -0.505309434070029
"standing" 1 "fBodyGyro-mean()-Z" -0.553529065425648
"standing" 1 "fBodyGyro-std()-X" -0.708263420861671
"standing" 1 "fBodyGyro-std()-Y" -0.429825832648703
"standing" 1 "fBodyGyro-std()-Z" -0.650476162132565
"standing" 1 "tBodyAccJerkMag-mean()" -0.545431612066571
"standing" 1 "tBodyAccJerkMag-std()" -0.515922167555159
"standing" 1 "tBodyAccJerk-mean()-X" 0.0770930495126801
"standing" 1 "tBodyAccJerk-mean()-Y" 0.0165908438802305
"standing" 1 "tBodyAccJerk-mean()-Z" -0.00910758730117003
"standing" 1 "tBodyAccJerk-std()-X" -0.524721922818732
"standing" 1 "tBodyAccJerk-std()-Y" -0.470412403511239
"standing" 1 "tBodyAccJerk-std()-Z" -0.717322274881844
"standing" 1 "tBodyAccMag-mean()" -0.453632943768818
"standing" 1 "tBodyAccMag-std()" -0.497096402038329
"standing" 1 "tBodyAcc-mean()-X" 0.265696920582133
"standing" 1 "tBodyAcc-mean()-Y" -0.0182981725176081
"standing" 1 "tBodyAcc-mean()-Z" -0.10784573454611
"standing" 1 "tBodyAcc-std()-X" -0.545795331328326
"standing" 1 "tBodyAcc-std()-Y" -0.367716218227378
"standing" 1 "tBodyAcc-std()-Z" -0.502645746562824
"standing" 1 "tBodyGyroJerkMag-mean()" -0.639517432642651
"standing" 1 "tBodyGyroJerkMag-std()" -0.652050770910663
"standing" 1 "tBodyGyroJerk-mean()-X" -0.0971120197265994
"standing" 1 "tBodyGyroJerk-mean()-Y" -0.0417164808293948
"standing" 1 "tBodyGyroJerk-mean()-Z" -0.0471393985477522
"standing" 1 "tBodyGyroJerk-std()-X" -0.637812687210375
"standing" 1 "tBodyGyroJerk-std()-Y" -0.634472244550432
"standing" 1 "tBodyGyroJerk-std()-Z" -0.664591977786455
"standing" 1 "tBodyGyroMag-mean()" -0.475404785802305
"standing" 1 "tBodyGyroMag-std()" -0.499839593745821
"standing" 1 "tBodyGyro-mean()-X" -0.0208764064320173
"standing" 1 "tBodyGyro-mean()-Y" -0.0880722729400576
"standing" 1 "tBodyGyro-mean()-Z" 0.0862641666597983
"standing" 1 "tBodyGyro-std()-X" -0.686555715201729
"standing" 1 "tBodyGyro-std()-Y" -0.450979810499568
"standing" 1 "tBodyGyro-std()-Z" -0.597496136795101
"standing" 1 "tGravityAccMag-mean()" -0.453632943768818
"standing" 1 "tGravityAccMag-std()" -0.497096402038329
"standing" 1 "tGravityAcc-mean()-X" 0.744867411573487
"standing" 1 "tGravityAcc-mean()-Y" -0.0825562579855908
